Lexeme                     Token                         Position
;                          PUNCT_SEMICOL                 (303,36)
}                          ORG_CLOSE_CURLY               (304,0)
while                      EL_ID                         (305,5)
(                          ORG_OPEN_PAREN                (305,7)
in                         EL_ID                         (305,10)
.                          PUNCT_DOT                     (305,12)
hasNext                    EL_ID                         (305,20)
(                          ORG_OPEN_PAREN                (305,22)
)                          ORG_CLOSE_PAREN               (305,24)
)                          ORG_CLOSE_PAREN               (305,26)
{                          ORG_OPEN_CURLY                (305,27)
String                     EL_ID                         (306,0)
input                      EL_ID                         (306,6)
=                          OP_ASSIGN                     (306,11)
in                         EL_ID                         (306,14)
.                          PUNCT_DOT                     (306,16)
next                       EL_ID                         (306,21)
(                          ORG_OPEN_PAREN                (306,23)
)                          ORG_CLOSE_PAREN               (306,25)
;                          PUNCT_SEMICOL                 (306,26)
linker                     EL_ID                         (307,6)
(                          ORG_OPEN_PAREN                (307,8)
input                      EL_ID                         (307,14)
)                          ORG_CLOSE_PAREN               (307,16)
;                          PUNCT_SEMICOL                 (307,17)
}                          ORG_CLOSE_CURLY               (308,0)
}                          ORG_CLOSE_CURLY               (309,0)
}                          ORG_CLOSE_CURLY               (310,0)
/*                         ORG_COMMENT_OPEN              (312,2)
*                          OP_MULTIPLY                   (312,3)
This                       EL_ID                         (312,3)
is                         EL_ID                         (312,7)
for                        W_FOR                         (312,9)
the                        EL_ID                         (312,12)
test                       EL_ID                         (312,15)
case                       EL_ID                         (312,23)
,                          PUNCT_COMMA                   (312,24)
as                         EL_ID                         (312,24)
the                        EL_ID                         (312,26)
default                    EL_ID                         (312,29)
input                      EL_ID                         (312,36)
is                         EL_ID                         (312,41)
this                       EL_ID                         (312,43)
file                       EL_ID                         (312,47)
*                          OP_MULTIPLY                   (313,0)
test23782_238293           EL_ID                         (313,17)
.                          PUNCT_DOT                     (313,19)
+                          OP_PLUS                       (313,21)
-                          OP_PLUS                       (313,23)
(                          ORG_OPEN_PAREN                (313,25)
hello                      EL_ID                         (313,26)
there_                     EL_ID                         (313,32)
(                          ORG_OPEN_PAREN                (313,34)
232                        EL_INTEGER                    (313,40)
)                          ORG_CLOSE_PAREN               (313,44)
-                          OP_PLUS                       (313,46)
if                         W_IF                          (313,49)
<                          NOTHING                       (313,51)
(                          ORG_OPEN_PAREN                (313,53)
why                        EL_ID                         (313,57)
)                          ORG_CLOSE_PAREN               (313,59)
then                       W_THEN                        (313,64)
)                          ORG_CLOSE_PAREN               (313,66)
(                          ORG_OPEN_PAREN                (313,68)
THIS_ISrecognised          EL_ID                         (313,88)
(                          ORG_OPEN_PAREN                (313,90)
here                       EL_ID                         (313,95)
)                          ORG_CLOSE_PAREN               (313,97)
Nor_WAS99_that             EL_ID                         (313,114)
>                          NOTHING                       (313,115)
*                          OP_MULTIPLY                   (314,0)
==                         OP_EQUAL                      (314,3)
==                         OP_EQUAL                      (314,6)
==                         OP_EQUAL                      (314,9)
==                         OP_EQUAL                      (314,12)
==                         OP_EQUAL                      (314,15)
==                         OP_EQUAL                      (314,18)
==                         OP_EQUAL                      (314,21)
=                          OP_ASSIGN                     (314,22)
==                         OP_EQUAL                      (314,16)
==                         OP_EQUAL                      (314,18)
=                          OP_ASSIGN                     (314,20)
==                         OP_EQUAL                      (314,23)
=                          OP_ASSIGN                     (314,24)
==                         OP_EQUAL                      (314,24)
=                          OP_ASSIGN                     (314,26)
*                          OP_MULTIPLY                   (315,1)
>                          NOTHING                       (315,3)
<>                         OP_NOT                        (315,6)
<>                         OP_NOT                        (315,9)
<>                         OP_NOT                        (315,12)
<                          NOTHING                       (315,14)
<                          NOTHING                       (315,16)
/                          OP_DIVIDE                     (315,18)
>                          NOTHING                       (315,20)
<                          NOTHING                       (315,22)
/                          OP_DIVIDE                     (315,24)
>                          NOTHING                       (315,26)
<                          NOTHING                       (315,28)
/                          OP_DIVIDE                     (315,30)
>                          NOTHING                       (315,31)
<>                         OP_NOT                        (315,20)
<>                         OP_NOT                        (315,23)
<                          NOTHING                       (315,25)
/                          OP_DIVIDE                     (315,27)
>                          NOTHING                       (315,29)
<                          NOTHING                       (315,31)
/                          OP_DIVIDE                     (315,33)
>                          NOTHING                       (315,34)
*                          OP_MULTIPLY                   (316,0)
<=                         OP_L_THAN_OR_EQUAL            (316,3)
>                          NOTHING                       (316,5)
>=                         OP_G_THAN_OR_EQUAL            (316,8)
<>                         OP_NOT                        (316,11)
<                          NOTHING                       (316,13)
<=                         OP_L_THAN_OR_EQUAL            (316,16)
>                          NOTHING                       (316,18)
<                          NOTHING                       (316,20)
<                          NOTHING                       (316,22)
<                          NOTHING                       (316,24)
<                          NOTHING                       (316,26)
<                          NOTHING                       (316,28)
<>                         OP_NOT                        (316,31)
>                          NOTHING                       (316,33)
>                          NOTHING                       (316,35)
>                          NOTHING                       (316,37)
>                          NOTHING                       (316,39)
>                          NOTHING                       (316,41)
>                          NOTHING                       (316,43)
>                          NOTHING                       (316,45)
<                          NOTHING                       (316,47)
/                          OP_DIVIDE                     (316,49)
>                          NOTHING                       (316,50)
*                          OP_MULTIPLY                   (317,0)
;                          PUNCT_SEMICOL                 (317,2)
;                          PUNCT_SEMICOL                 (317,4)
;                          PUNCT_SEMICOL                 (317,6)
;                          PUNCT_SEMICOL                 (317,8)
,                          PUNCT_COMMA                   (317,10)
,                          PUNCT_COMMA                   (317,12)
,                          PUNCT_COMMA                   (317,14)
,                          PUNCT_COMMA                   (317,16)
.                          PUNCT_DOT                     (317,18)
.                          PUNCT_DOT                     (317,20)
.                          PUNCT_DOT                     (317,22)
.                          PUNCT_DOT                     (317,24)
.                          PUNCT_DOT                     (317,26)
,                          PUNCT_COMMA                   (317,28)
.                          PUNCT_DOT                     (317,30)
;                          PUNCT_SEMICOL                 (317,32)
,                          PUNCT_COMMA                   (317,34)
.                          PUNCT_DOT                     (317,36)
;                          PUNCT_SEMICOL                 (317,38)
,                          PUNCT_COMMA                   (317,40)
.                          PUNCT_DOT                     (317,42)
;                          PUNCT_SEMICOL                 (317,44)
,                          PUNCT_COMMA                   (317,46)
.                          PUNCT_DOT                     (317,48)
;                          PUNCT_SEMICOL                 (317,49)
*                          OP_MULTIPLY                   (318,1)
+                          OP_PLUS                       (318,3)
+                          OP_PLUS                       (318,7)
+                          OP_PLUS                       (318,11)
+                          OP_PLUS                       (318,15)
==                         OP_EQUAL                      (318,20)
=                          OP_ASSIGN                     (318,22)
+                          OP_PLUS                       (318,24)
+                          OP_PLUS                       (318,26)
+                          OP_PLUS                       (318,28)
-                          OP_PLUS                       (318,30)
-                          OP_PLUS                       (318,32)
-                          OP_PLUS                       (318,34)
-                          OP_PLUS                       (318,36)
=                          OP_ASSIGN                     (318,44)
*                          OP_MULTIPLY                   (318,46)
*                          OP_MULTIPLY                   (318,48)
*                          OP_MULTIPLY                   (318,50)
-                          OP_PLUS                       (318,52)
-                          OP_PLUS                       (318,54)
-                          OP_PLUS                       (318,56)
//                         ORG_COMMENT_LINE              (318,59)
//                         ORG_COMMENT_LINE              (318,62)
//                         ORG_COMMENT_LINE              (318,65)
//                         ORG_COMMENT_LINE              (318,66)
/*                         ORG_COMMENT_OPEN              (318,39)
*                          OP_MULTIPLY                   (318,40)
/*                         ORG_COMMENT_OPEN              (318,40)
/*                         ORG_COMMENT_OPEN              (318,42)
/                          OP_DIVIDE                     (318,44)
/                          OP_DIVIDE                     (318,45)
/                          OP_DIVIDE                     (318,46)
*                          OP_MULTIPLY                   (319,0)
+                          OP_PLUS                       (319,2)
and                        OP_AND                        (319,6)
-                          OP_PLUS                       (319,8)
not                        OP_NOT                        (319,12)
or                         OP_OR                         (319,17)
(                          ORG_OPEN_PAREN                (319,14)
)                          ORG_CLOSE_PAREN               (319,16)
(                          ORG_OPEN_PAREN                (319,18)
)                          ORG_CLOSE_PAREN               (319,20)
(                          ORG_OPEN_PAREN                (319,22)
)                          ORG_CLOSE_PAREN               (319,24)
(                          ORG_OPEN_PAREN                (319,26)
)                          ORG_CLOSE_PAREN               (319,28)
(                          ORG_OPEN_PAREN                (319,30)
(                          ORG_OPEN_PAREN                (319,32)
(                          ORG_OPEN_PAREN                (319,34)
(                          ORG_OPEN_PAREN                (319,36)
)                          ORG_CLOSE_PAREN               (319,38)
)                          ORG_CLOSE_PAREN               (319,40)
)                          ORG_CLOSE_PAREN               (319,42)
)                          ORG_CLOSE_PAREN               (319,44)
{                          ORG_OPEN_CURLY                (319,46)
{                          ORG_OPEN_CURLY                (319,48)
{                          ORG_OPEN_CURLY                (319,50)
}                          ORG_CLOSE_CURLY               (319,52)
}                          ORG_CLOSE_CURLY               (319,54)
}                          ORG_CLOSE_CURLY               (319,56)
{                          ORG_OPEN_CURLY                (319,58)
{                          ORG_OPEN_CURLY                (319,60)
(                          ORG_OPEN_PAREN                (319,62)
)                          ORG_CLOSE_PAREN               (319,64)
[                          ORG_OPEN_BRACKET              (319,66)
]                          ORG_CLOSE_BRACKET             (319,68)
[                          ORG_OPEN_BRACKET              (319,70)
]                          ORG_CLOSE_BRACKET             (319,72)
[                          ORG_OPEN_BRACKET              (319,74)
(                          ORG_OPEN_PAREN                (319,76)
{                          ORG_OPEN_CURLY                (319,78)
}                          ORG_CLOSE_CURLY               (319,80)
)                          ORG_CLOSE_PAREN               (319,82)
}                          ORG_CLOSE_CURLY               (319,84)
}                          ORG_CLOSE_CURLY               (319,85)
*                          OP_MULTIPLY                   (320,0)
ifthenelse                 EL_ID                         (320,1)
*                          OP_MULTIPLY                   (321,0)
iiiiiif                    EL_ID                         (321,1)
thennn                     EL_ID                         (321,8)
tthennnn                   EL_ID                         (321,14)
eeelllsseee                EL_ID                         (321,22)
else                       W_ELSE                        (321,33)
for                        W_FOR                         (321,37)
class                      W_CLASS                       (321,40)
classses                   EL_ID                         (321,45)
classing                   EL_ID                         (321,53)
*                          OP_MULTIPLY                   (322,0)
getts                      EL_ID                         (322,1)
getget                     EL_ID                         (322,6)
get                        W_GET                         (322,12)
float                      W_FLOAT                       (322,15)
int                        W_INT                         (322,20)
if                         W_IF                          (322,23)
int                        W_INT                         (322,25)
put                        W_PUT                         (322,28)
return                     W_RETURN                      (322,31)
program                    W_PROGRAM                     (322,37)
*                          OP_MULTIPLY                   (323,0)
*                          OP_MULTIPLY                   (324,0)
+                          OP_PLUS                       (324,2)
+                          OP_PLUS                       (324,3)
-                          OP_PLUS                       (324,4)
-                          OP_PLUS                       (324,5)
+                          OP_PLUS                       (324,6)
-                          OP_PLUS                       (324,8)
+                          OP_PLUS                       (324,10)
-                          OP_PLUS                       (324,12)
+                          OP_PLUS                       (324,14)
/                          OP_DIVIDE                     (324,16)
+                          OP_PLUS                       (324,18)
/                          OP_DIVIDE                     (324,20)
+                          OP_PLUS                       (324,22)
-                          OP_PLUS                       (324,24)
==                         OP_EQUAL                      (324,27)
-                          OP_PLUS                       (324,29)
=                          OP_ASSIGN                     (324,30)
*                          OP_MULTIPLY                   (325,0)
==                         OP_EQUAL                      (325,1)
<>                         OP_NOT                        (325,3)
<                          NOTHING                       (325,5)
>                          NOTHING                       (325,6)
<=                         OP_L_THAN_OR_EQUAL            (325,7)
>=                         OP_G_THAN_OR_EQUAL            (325,9)
;                          PUNCT_SEMICOL                 (325,11)
,                          PUNCT_COMMA                   (325,12)
.                          PUNCT_DOT                     (325,13)
+                          OP_PLUS                       (325,14)
-                          OP_PLUS                       (325,15)
*                          OP_MULTIPLY                   (325,16)
/                          OP_DIVIDE                     (325,17)
=                          OP_ASSIGN                     (325,18)
(                          ORG_OPEN_PAREN                (325,19)
)                          ORG_CLOSE_PAREN               (325,20)
(                          ORG_OPEN_PAREN                (325,22)
)                          ORG_CLOSE_PAREN               (325,23)
{                          ORG_OPEN_CURLY                (325,23)
}                          ORG_CLOSE_CURLY               (325,24)
{                          ORG_OPEN_CURLY                (325,26)
}                          ORG_CLOSE_CURLY               (325,27)
[                          ORG_OPEN_BRACKET              (325,27)
]                          ORG_CLOSE_BRACKET             (325,28)
[                          ORG_OPEN_BRACKET              (325,30)
]                          ORG_CLOSE_BRACKET             (325,31)
/*                         ORG_COMMENT_OPEN              (325,31)
//                         ORG_COMMENT_LINE              (325,33)
*                          OP_MULTIPLY                   (326,0)
*                          OP_MULTIPLY                   (327,0)
and                        OP_AND                        (327,1)
not                        OP_NOT                        (327,4)
or                         OP_OR                         (327,7)
if                         W_IF                          (327,9)
then                       W_THEN                        (327,11)
else                       W_ELSE                        (327,15)
for                        W_FOR                         (327,19)
class                      W_CLASS                       (327,22)
int                        W_INT                         (327,27)
float                      W_FLOAT                       (327,30)
get                        W_GET                         (327,35)
put                        W_PUT                         (327,38)
return                     W_RETURN                      (327,41)
program                    W_PROGRAM                     (327,47)
*                          OP_MULTIPLY                   (328,0)
*/                         ORG_COMMENT_CLOSE             (329,0)
